"id","interview","confidence","motivation","interview_qual","interviewer_qual","self_assessment","age","gender","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent","interview_statements_1","interview_statements_2","interview_statements_3","interview_statements_4","knowledge_before","new_info","strategy","strategy_free","change_strategy","change_strategy_free","interview_adj_1","interview_adj_2","interview_adj_3","interview_adj_4","interview_adj_5","interview_adj_6","interviewer_adj_1","interviewer_adj_2","interviewer_adj_3","interviewer_adj_4","interviewer_adj_5","interviewer_adj_6","lie_scale#1_1_1","lie_scale#1_2_1","lie_scale#1_3_1","lie_scale#1_4_1","lie_scale#1_5_1","lie_scale#2_1_1","lie_scale#2_2_1","lie_scale#2_3_1","lie_scale#2_4_1","lie_scale#2_5_1","style","interviewer","interview_adj_2_R","interview_adj_4_R","interviewer_adj_2_R","interviewer_adj_3_R","interviewer_adj_6_R"
14,2,5,6,3.83333333333333,3.66666666666667,3,NA,NA,2023-04-24 14:18:56,2023-04-24 14:45:39,0,100,1602,1,2023-04-24 14:45:40,"R_1FhuNq9c9D2779O","anonymous","EN",1,2,3,3,4,6,2,1,"Telling the same story over and over again",1,"Saying things like - I wish I could help you but I just told you my story. Also got a little defensive because I had to repeat myself over and over",4,2,4,2,4,3,4,2,2,4,3,3,0,0,0,"0","0",0,0,0,0,0,"sos","Hanna",4,4,4,4,3
15,0,3,4,3.16666666666667,4.5,3.75,23,1,2023-04-14 08:48:46,2023-04-14 09:50:23,0,100,3696,1,2023-04-14 09:50:25,"R_23954Ab6y2YPgBC","anonymous","EN",1,4,4,3,4,5,4,1,"Jag är student, min historia byggde på att jag var på institutionen för att förbereda mig inför en uppgift.",2,NA,4,4,2,1,3,3,5,1,1,3,4,1,0,1,0,"0","0",2,2,0,0,0,"direct","Minna",2,5,5,5,5
15,2,6,5,2.66666666666667,4.33333333333333,3.5,NA,NA,2023-04-21 13:44:37,2023-04-21 14:17:31,0,100,1974,1,2023-04-21 14:17:32,"R_YY0ouDVXbvLMA4F","anonymous","EN",1,3,4,2,5,4,2,1,"Jag är student på institutionen, min utsaga bygger på att jag var här i studiesyfte.",2,NA,3,4,2,2,3,2,4,1,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",2,4,5,5,5
15,1,5,5,2.5,4.16666666666667,3.25,NA,NA,2023-04-19 13:59:57,2023-04-19 14:20:22,0,100,1225,1,2023-04-19 14:20:23,"R_3D0AjDxKN3UfbKF","anonymous","EN",1,3,4,2,4,5,2,1,"Jag är student på institutionen, min historia bygger på att mitt besök var i studiesyfte.",2,NA,2,4,2,1,2,2,3,1,1,3,4,1,0,1,0,"0","0",0,2,0,0,0,"direct","Minna",2,5,5,5,5
16,1,4,4,2.83333333333333,3.66666666666667,3,NA,NA,2023-04-26 10:41:08,2023-04-26 11:28:22,0,100,2833,1,2023-04-26 11:28:23,"R_aVslkNrWIMDOz8B","anonymous","EN",1,4,3,2,3,3,5,1,"Lie as little as possible. Tell the truth about going to my lecture. Answer no to questions about the fourth floor",2,NA,5,4,4,4,2,2,2,2,1,2,4,1,0,1,0,"0","0",1,2,0,0,0,"direct","Naiara",2,2,4,5,5
16,2,3,4,2.33333333333333,3.5,2.25,NA,NA,2023-04-28 11:16:58,2023-04-28 11:55:39,0,100,2320,1,2023-04-28 11:55:40,"R_2PtD3UXRHL5QwMg","anonymous","EN",1,2,2,2,3,5,3,1,"I tried to say roughly the same thing as last time but not exactly to the point that it would seem suspicious, like I had made up a story and remembered it. I answered no on all the questions about the fourth and fifth floor because I did not want to make up a story. The story might not be convincing.",2,NA,2,4,2,2,2,2,2,2,1,3,3,2,0,0,0,"0","0",0,1,0,0,0,"direct","Naiara",2,4,4,5,4
16,0,2,4,4.33333333333333,4.16666666666667,3,20,2,2023-04-19 14:52:56,2023-04-19 15:55:49,0,100,3772,1,2023-04-19 15:55:51,"R_d0TnWXPSmIUW3Ad","anonymous","EN",1,2,2,4,4,4,5,1,"My strategy was to try to tell the truth about things that I have done at the department which are not illegal, for example being a student. I wanted to avoid making up too many complicated stories that are lies because that could make her suspicious of me.",2,NA,5,1,4,2,4,4,3,2,1,4,4,1,0,0,0,"0","0",1,0,0,0,0,"direct","Naiara",5,4,4,5,5
17,0,5,7,2.66666666666667,4.16666666666667,2.25,20,2,2023-04-24 12:17:20,2023-04-24 13:16:35,0,100,3555,1,2023-04-24 13:16:35,"R_3FJpiiFErpBFpiX","anonymous","EN",1,2,2,1,4,3,6,1,"I didn't want to be cought in a lie, so I assumed that the interviewer knew alot. I figured that if they have a lot of evidence on me they could maybe pin me to locations. If i had a reasonable explanation for being in those spaces, ex. looking for my wallet. Then they couldn't argue against me. So i tried to tell them as much as i could, while still trying to not give away my true intentions and my crimes.",2,NA,3,4,2,4,4,3,4,3,1,4,5,2,0,0,0,"0","0",0,3,0,0,0,"direct","Karishma",2,2,3,5,4
17,2,7,7,3.66666666666667,3.66666666666667,3,NA,NA,2023-05-05 12:20:50,2023-05-05 12:53:29,0,100,1959,1,2023-05-05 12:53:30,"R_VXCnSp3xB54gHkt","anonymous","EN",1,2,3,2,5,5,2,1,"This time i just tried sticking to my story as best as i could, and trying not to get confused about the order that things happened in. But since i tried to base my story as much on what really happened as i could it was not as hard. So if i couldn't remember something, its not because my story wasn't convincing, it's just that it's hard to remember things that happened a while ago.",2,NA,4,2,3,1,3,3,4,4,2,3,4,1,1,2,0,"0","0",0,0,0,0,0,"direct","Karishma",4,5,2,4,5
17,1,6,7,3.83333333333333,4.66666666666667,4.25,NA,NA,2023-04-27 13:41:44,2023-04-27 14:25:14,0,100,2610,1,2023-04-27 14:25:15,"R_AMBEKrGXLCKS7UB","anonymous","EN",1,4,4,4,5,3,2,1,"I kept the same strategy as last time, trying to explain as much as i could so any evidence on my whereabouts wouldn't contradict my story.",2,NA,4,2,3,2,4,4,5,1,1,4,4,1,0,1,0,"0","0",0,0,0,0,0,"direct","Karishma",4,4,5,5,5
18,0,5,7,3.83333333333333,4.33333333333333,2.25,29,2,2023-04-26 15:56:52,2023-04-26 16:48:43,0,100,3110,1,2023-04-26 16:48:43,"R_1jddpY9dwWHKf5k","anonymous","EN",1,3,2,2,2,1,5,1,"I did not prepare any thoughts before hand, but I made sure that I described environmentsexactly as I remember them visually, and that I avoid the areas which have been part of the crime scenes. I also tried to act natural and ensure that I always had some alibi y(meeting someone for a specific reason, like discussing my thesis). My main strategy though was to try to maintain eye contact for as much as possible and not get nervous.",1,"I lied about people being nearby, for instance students who were studying or going to class, to make sure that people actually saw me waiting for my friend.",4,3,4,3,5,4,5,4,1,5,5,2,0,1,0,"0","0",0,0,0,0,0,"direct","Hanna",3,3,2,5,4
18,2,5,7,3.66666666666667,4.5,2.25,NA,NA,2023-05-03 15:19:10,2023-05-03 15:56:58,0,100,2268,1,2023-05-03 15:56:59,"R_2E6j0g81ejw95vf","anonymous","EN",1,2,2,2,3,6,3,1,"I tried to remain consistent in the answers I gave in the last two interviews. I tried to remain calm and not think too much or have too long breaks before giving an answer, while maintaining more eye contact. I also used slightly different words for the same descriptions, as I think that giving the exact same words as answers would sound rehearsed and make me suspicious.",1,"As mentioned previously, I tried to maintain more eye contact and also use synonyms for the same descriptions i gave last time to sound less suspicious and rehearsed. I also gave shorter answers than the other two times and tried to keep my thinking time shorter, so it seems more natural.",4,1,4,3,2,4,4,2,1,5,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,3,4,5,5
18,1,5,7,3,4,2.25,NA,NA,2023-05-02 15:04:41,2023-05-02 15:47:56,0,100,2594,1,2023-05-02 15:47:57,"R_Xv3P8eurwdJoYDL","anonymous","EN",1,2,3,2,2,6,3,1,"Remembering what I had said last time, as I would likely have follow-up interrogations. Trying to stay calm and natural, not be too fast or too slow in my answers but also taking the time to act like I try to remember what I said.",1,"While trying to remember, I tried to maintain more eye contact, but I noticed I kept looking up too much while thinking and recollecting what I did last week.",3,4,4,3,2,4,4,4,2,5,4,1,0,0,0,"0","0",0,1,0,0,0,"direct","Hanna",2,3,2,4,5
19,2,5,7,2.33333333333333,3.33333333333333,2,NA,NA,2023-05-04 13:14:16,2023-05-04 13:37:58,0,100,1422,1,2023-05-04 13:37:59,"R_33vbNlMDaL6FbxM","anonymous","EN",1,2,2,2,2,6,2,1,"Försöka vara avslappnad och inte ha exakta svar på alla hennes frågor",2,NA,2,4,2,2,2,2,4,4,2,2,4,2,1,0,1,"0","0",1,0,0,0,0,"sos","Sandra",2,4,2,4,4
19,0,4,7,2.16666666666667,NA,2.5,21,2,2023-04-27 13:04:24,2023-04-27 13:40:29,0,100,2165,1,2023-04-27 13:40:30,"R_BsQaeW08lBj8ECt","anonymous","EN",1,2,2,2,4,5,5,1,"Jag ville inte ge henne någon information som skulle passa med det jag egentligen gjorde, det är enklare för dem att se när man ljuger om man nästan gjorde det som dem sa att jag gjorde. Jag nekade att jag ens hade varit runt i skolan då jag tror att det är svårt för folk att faktiskt komma ihåg mig.",NA,"Jag var inte beredd på att hon skulle be mig förklara vad jag hade gjort och vart jag hade befunnit mig så jag fick gå på känsla och säga det jag trodde lät bra.",2,4,1,2,2,2,NA,4,1,2,4,2,0,1,2,"0","0",1,0,0,0,0,"sos","Sandra",2,4,2,5,4
19,1,5,7,3.33333333333333,3,2.5,NA,NA,2023-05-02 12:17:52,2023-05-02 12:44:19,0,100,1587,1,2023-05-02 12:44:20,"R_1IKG9UtKU02RDWE","anonymous","EN",1,2,2,2,4,5,2,1,"Jag försökte ge enkla förklaringar och lägga in kommentarer som visar på att jag har gått i skolan länge och att det finns många anledningar till varför mina fingeravtryck hittats, jag tror jag gav övertygande argument",2,NA,4,2,2,2,4,2,4,4,2,2,2,2,1,1,1,"0","0",1,0,0,0,0,"sos","Sandra",4,4,2,4,4
20,0,4,5,2.5,3.33333333333333,2.5,23,2,2023-05-03 11:53:51,2023-05-03 12:54:13,0,100,3621,1,2023-05-03 12:54:15,"R_2ypX1G6ROpRdk8v","anonymous","EN",1,3,2,2,3,3,4,1,"For my strategy I used the fact that I'm a student at the department of psychology, I regularly visit the building and go in between floors.",2,NA,3,4,2,4,4,2,3,4,2,3,4,2,2,1,0,"0","0",0,3,0,0,1,"direct","Naiara",2,2,2,4,4
20,2,4,5,2.5,3,3,NA,NA,2023-05-09 12:56:52,2023-05-09 13:25:00,0,100,1687,1,2023-05-09 13:25:01,"R_pDTytTzFef8hVLz","anonymous","EN",1,3,2,3,4,4,2,1,"Yet again I continued with my strategy of using the fact that I am a student at the psychology department, and frequently visit the building as well as move between the floors.",2,"I used the same strategy for all three interviews, told the truth (student) to some degree but twisted the details.",3,3,2,4,3,2,3,4,3,3,4,3,0,1,0,"0","1",0,2,0,1,0,"direct","Naiara",3,2,2,3,3
20,1,4,5,2.66666666666667,3.16666666666667,3,NA,NA,2023-05-04 12:46:51,2023-05-04 13:32:11,0,100,2719,1,2023-05-04 13:32:12,"R_2D80As4xwaPl0vL","anonymous","EN",1,3,2,3,4,4,2,1,"Once again, I stuck with my strategy of using the fact that I am a student at the department of psychology to explain my visit to the building.",2,NA,3,3,2,4,3,3,3,4,2,3,4,3,0,2,0,"0","0",0,1,0,0,1,"direct","Naiara",3,2,2,4,3
21,0,5,7,2.16666666666667,2.66666666666667,2.5,22,2,2023-05-03 13:03:03,2023-05-03 13:43:34,0,100,2430,1,2023-05-03 13:43:34,"R_2XczPorUzQQqSdd","anonymous","EN",1,3,2,2,3,6,7,2,NA,2,NA,2,4,2,4,2,3,1,4,2,3,4,4,0,0,0,"0","0",0,0,0,0,0,"sos","Naiara",2,2,2,4,2
21,1,5,7,2.33333333333333,2.66666666666667,2,NA,NA,2023-05-08 11:50:23,2023-05-08 12:30:50,0,100,2426,1,2023-05-08 12:30:51,"R_3FJR0tBXSgX41lq","anonymous","EN",1,2,2,1,3,6,7,1,"Trying to give half-truths but not revealing all information",2,NA,2,2,3,5,3,1,2,4,3,2,4,3,0,0,0,"0","0",0,0,0,0,1,"sos","Naiara",4,1,2,3,3
21,2,5,7,2.83333333333333,3.33333333333333,2.75,NA,NA,2023-05-09 10:47:38,2023-05-09 11:22:32,0,100,2093,1,2023-05-09 11:22:32,"R_2AEyzzgGzW0EBrr","anonymous","EN",1,2,3,2,4,6,7,1,"I wanted to stick to my story and not add any new areas or such when describing what I had been doing.",1,"Somewhat, I thought it would be best to stick to what I said earlier and not add anything new such as new areas",4,3,3,4,3,2,2,4,1,3,4,2,0,0,0,"0","0",0,0,0,0,1,"sos","Naiara",3,2,2,5,4
22,0,3,5,2.33333333333333,2.66666666666667,2,21,2,2023-05-03 13:59:17,2023-05-03 14:49:55,0,100,3037,1,2023-05-03 14:49:57,"R_30o5r2dbd7AJqNw","anonymous","EN",1,2,2,2,2,7,4,1,"Försöka att tala lugnt",2,NA,2,4,3,3,1,3,3,1,3,2,2,5,1,0,0,"1","0",0,0,0,0,0,"direct","Minna",2,3,5,3,1
22,1,3,4,3.66666666666667,4.33333333333333,3,NA,NA,2023-05-09 13:25:07,2023-05-09 14:18:21,0,100,3193,1,2023-05-09 14:18:21,"R_1n2YnQXKy6qHtVH","anonymous","EN",1,3,3,4,2,4,5,1,"Hålla mig lugn, erkänna att jag har varit på olika ställen i byggnaden, vara så sanningsenlig som möjligt utan att försöka avslöja mig",2,NA,2,2,3,1,4,4,4,1,1,3,4,1,0,0,0,"0","0",0,2,1,0,0,"direct","Minna",4,5,5,5,5
22,2,3,5,3.5,4.16666666666667,3.25,NA,NA,2023-05-12 11:20:10,2023-05-12 11:45:14,0,100,1503,1,2023-05-12 11:45:14,"R_6EV6JFEM9yFvqet","anonymous","EN",1,3,3,3,4,3,5,2,NA,2,NA,4,2,3,2,3,3,4,1,1,3,3,1,1,1,0,"0","0",0,0,0,0,0,"direct","Minna",4,4,5,5,5
23,1,4,7,3.16666666666667,3.5,3.75,NA,NA,2023-05-16 11:48:28,2023-05-16 12:16:32,0,100,1683,1,2023-05-16 12:16:32,"R_3OiwmZLJmNzWJHU","anonymous","EN",1,5,3,3,4,6,4,2,NA,1,"I gave a tiny bit more info about my activities during my visit at the uni. I changed my strategy because the interviewer seemed amiable.",4,2,2,4,4,3,4,3,3,4,4,3,0,0,0,"0","0",0,0,0,1,0,"sos","Karishma",4,2,3,3,3
23,0,6,7,NA,NA,NA,NA,NA,2023-05-11 13:44:16,2023-05-11 15:06:47,0,92,4951,0,2023-05-18 15:06:49,"R_8ui5Fgk1XaRp47T","anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sos","Karishma",NA,NA,NA,NA,NA
23,2,7,7,4,3.33333333333333,3.5,NA,NA,2023-05-24 14:54:55,2023-05-25 12:29:07,0,100,77652,1,2023-05-25 12:29:09,"R_1mRH2QHRUGgXRJ1","anonymous","EN",1,5,2,3,4,5,4,2,NA,2,NA,5,1,4,3,3,4,4,4,3,3,4,2,0,0,1,"0","0",1,0,0,0,0,"sos","Karishma",5,3,2,3,4
24,2,1,7,3.5,4,1.75,NA,NA,2023-05-19 12:52:54,2023-05-19 13:30:41,0,100,2266,1,2023-05-19 13:30:42,"R_1PTubnwbPdFffro","anonymous","EN",1,1,1,4,1,7,4,1,"My strategy was to simply reply that I do not know or do not remember when I was asked questions that might implicate me in the crime. When I was asked questions that I believe would not implicate me in the crime, or for which I had real memories from that day unrelated to the crime, I told the interviewer as much as I could.",2,NA,4,2,4,5,4,4,4,3,2,4,4,1,0,0,0,"0","0",2,0,0,0,0,"direct","Naiara",4,1,3,4,5
24,1,1,7,4.33333333333333,4.5,2.75,NA,NA,2023-05-17 14:48:48,2023-05-17 15:40:48,0,100,3120,1,2023-05-17 15:40:49,"R_1lnQ8cI6THqBfYI","anonymous","EN",1,2,1,5,3,4,7,1,"If I remember things right, when I read the cognitive psychology course I learned that what makes peoples stories of true memories different from made up stories is that the stories of true memories is much more detailed. I therefor had as a strategy to say nothing that was untrue since a made up stories could be identified as such because of its lack of detail. When I got questions about my activities that might implicated me in the crime, I stated that I do not remember. At the same time I saw no reason of not answering questions when I believed the answer to them would not implicate me in the crime. When I got a question of my activities that I believed could not implicate me in the crime, I described my memory in detail. I also made sure not the describe the places I went to to commit the crime in greater detail than other areas of the building, since I thought this might implicate me.",2,NA,5,1,5,5,5,5,4,1,1,4,4,1,0,1,0,"0","0",0,0,1,0,0,"direct","Naiara",5,1,5,5,5
24,0,1,7,2.66666666666667,4,1.25,29,2,2023-05-12 13:52:18,2023-05-12 14:52:01,0,100,3582,1,2023-05-12 14:52:02,"R_3PLaWv0WAezwYjw","anonymous","EN",1,1,1,2,1,7,1,1,"I did not think that I could convince the interviewer that I was innocent, but I had a strategy for not implicating myself. I have heard that individuals involved in organized crime in Sweden have a strategy of not saying anything at all in police interviews, in order to be able to come up with the (to themselves) most beneficial testimony after information has been presented to the court by police investigators and other suspects. If I would commit a crime I therefor think that the safest strategy in an interview would be to not say anything at all. I also think that the risk of me providing information to the police that could be used against me is greater than the chance that anything I say could be beneficial to me.",2,NA,1,3,3,1,1,3,4,4,1,3,5,1,0,1,0,"0","0",0,0,0,1,0,"direct","Naiara",3,5,2,5,5
25,0,2,5,2.16666666666667,3.83333333333333,2.25,24,2,2023-05-12 14:52:51,2023-05-12 15:51:39,0,100,3528,1,2023-05-12 15:51:40,"R_28TGqz00vVlC5zU","anonymous","EN",1,2,2,2,3,5,4,1,"kind of. i tried to make up a story where most of the details were correct so that i could quickly answer in case the interviewer asked questions about my story(she didn't though). i said i came here to look for my friend who goes to this school because his friends and i havent heard from him in a few days and his friends in jönköping where he is doing his internship at the moment said he had gone to gothenburg for something school-related. the friend is real and he does go to this school and is doing an internship in jönköping but he is not missing. i also claimed to only remember details that i believe i would have remembered if i were actually here looking for my friend.",2,NA,2,5,1,4,4,3,4,3,1,4,2,1,0,1,0,"0","0",0,1,0,0,0,"direct","Hanna",1,2,3,5,5
25,2,NA,NA,NA,NA,NA,NA,NA,2023-05-25 09:52:40,2023-05-30 13:41:23,0,13,445723,0,2023-06-06 13:41:28,"R_1CwDlupodab56Al","anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"direct","Hanna",NA,NA,NA,NA,NA
25,1,2,3,2.16666666666667,3.83333333333333,2,NA,NA,2023-05-23 14:08:23,2023-05-23 14:50:57,0,100,2553,1,2023-05-23 14:50:58,"R_2ZVylt0pBHXuKzY","anonymous","EN",1,1,3,2,2,6,2,1,"not really a strategy maybe but i tried to act annoyed cause that's probably how i would feel being questioned about a crime i had nothing to do with without being given any information about why i was being questioned. it was difficult though",2,NA,3,5,2,4,2,3,4,2,1,3,2,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",1,2,4,5,5
25,2,2,3,2.33333333333333,3.5,1.5,NA,NA,2023-05-24 14:10:13,2023-05-24 14:54:37,0,100,2664,1,2023-05-24 14:54:38,"R_23UyshkOdNGDJlr","anonymous","EN",1,1,2,1,2,6,2,1,"i tried to channel my tiredness and stress(over unrelated things) into annoyance and rudeness to give the impression that i was an innocent person tired of being questioned about and indirectly accused of something i had no involvement in",2,NA,3,4,2,4,3,2,4,4,1,3,2,1,0,1,0,"0","0",0,0,0,0,0,"direct","Hanna",2,2,2,5,5
26,0,5,5,4.16666666666667,4.5,4.5,22,2,2023-05-12 15:55:22,2023-05-12 17:00:01,0,100,3878,1,2023-05-12 17:00:03,"R_1il24bxh69a6fFc","anonymous","EN",1,4,5,5,4,1,6,1,"That I'm student and that's the reason I was in the building. I'm a student in real life so it ain't a lie, which make it easier to convince the interviewer that I'm innocent .",2,NA,4,1,4,2,4,4,4,2,1,4,5,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,4,4,5,5
26,1,5,5,4.5,4.33333333333333,5,NA,NA,2023-05-16 11:34:42,2023-05-16 12:28:04,0,100,3202,1,2023-05-16 12:28:05,"R_22yuce2GraUcSm4","anonymous","EN",1,5,5,5,5,7,1,1,"Same strategy as the first interview( I am a student and I studied here)",2,NA,4,1,5,1,4,4,4,2,1,4,4,1,1,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,4,5,5
26,2,6,6,5,4.33333333333333,4.75,NA,NA,2023-05-17 10:56:49,2023-05-17 11:17:18,0,100,1229,1,2023-05-17 11:17:18,"R_2WMAm04CxT1ox8U","anonymous","EN",1,5,5,4,5,7,1,1,"Same as last time(I am a student).",2,NA,5,1,5,1,5,5,4,3,1,5,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,3,5,5
27,2,5,5,2.33333333333333,3.5,2.75,NA,NA,2023-05-26 09:42:48,2023-05-26 10:08:35,0,100,1547,1,2023-05-26 10:08:36,"R_2zCpG8tNRa4Ym1o","anonymous","EN",1,3,3,2,3,5,1,1,"Same strategy as last time. I decided to answer with ""no comment"" to all the questions in the investigation interview to not give out information about the crime I ""committed"" and thus to remain as innocent as possible not giving the interviewer any more information that they can held against me.",2,NA,3,4,2,3,2,2,3,3,1,2,4,2,0,1,0,"0","0",0,0,0,0,0,"direct","Naiara",2,3,3,5,4
27,1,4,6,2.33333333333333,3.5,2.5,NA,NA,2023-05-22 09:24:34,2023-05-22 10:09:46,0,100,2712,1,2023-05-22 10:09:47,"R_2wn1Pz0CXnz5vLz","anonymous","EN",1,2,3,2,3,5,1,1,"Same as last time. I believe that if I give any information to the interviewer, they will just find things that can be used against me. So If they already suspect me it is best to say no comment for not making my case ""worse"".",2,NA,3,4,2,2,1,2,2,3,1,2,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Naiara",2,4,3,5,5
